lexeme_russian	number_syllables	onset	coda
O-V-O-O-R-V-O-V-O-V-O-V-O	5	O	O
O-V-O-O-V-O-V-O-V-R-V-O-V-O	6	O	O
O-V-O-O-V-O-V-O-V-R-V-O	5	O	O
O-V-O-O-V-O-V-O-V-O	4	O	O
O-V-O-O-V-O-V-O-V-O-V-O	5	O	O
O-V-O-V-N-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O-V-N-V-O-V-O	5	O	O
O-V-O-V-O-V-N-V-O	4	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-L-V-O	4	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-L-O-V	3	O	V
O-V-O-V-L-O-V-O	3	O	O
O-V-O-V-L-O-V-O-V-N-V-J-V	6	O	V
O-V-O-V-L-O-V-O-V-O	4	O	O
O-V-O-V-L-O-V-O-V-O-O-V	5	O	V
O-V-O-V-L-O-N-V-O	3	O	O
O-V-O-V-L-O-N-V-O-O-V	4	O	V
O-V-O-V-N-V-O	3	O	O
O-V-O-V-N-L-V-N-V-J-V	5	O	V
O-V-O-V-N-L-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-N-V-O	3	O	O
O-V-O-V-O-N-V-O-O-V	4	O	V
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O-V	3	O	V
O-V-O-V-O-V-O-V-L-N-V-J	5	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-N-V-O	3	O	O
O-V-O-V-O-N-V-O-V	4	O	V
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-R-V-O-V-O	4	O	O
O-V-O-V-R-V-O	3	O	O
O-V-O-V-R-V-O-O-V	4	O	V
O-V-J-V-L-V-O	3	O	O
O-V-J-V	2	O	V
O-V-J-V-O-V-O-V-L	4	O	L
O-V-J-V-O-V-O-V-L-N-V-O-V	6	O	V
O-V-J-V-O-V-O	3	O	O
O-V-J-V-O-V-O-O-V	4	O	V
O-V-J-V-O-O-V	3	O	V
O-V-J-V-O-L-V-N-V-J-V	5	O	V
O-V-J-V-O-L-V-O	3	O	O
O-V-J-V-O-L-V-O-O-V	4	O	V
O-V-J-V-O-V-O-N-V-J	4	O	J
O-V-J-V-O-O-V-O	3	O	O
O-V-J-V-O-O-V-O-V	4	O	V
O-V-J-V-O-L-V-J	3	O	J
O-V-J-V-O-V-R-V-O	4	O	O
O-V-J-V-O	2	O	O
O-V-J-V-O-V-J	3	O	J
O-O-V-N-V-J-V	3	O-O	V
O-O-V-N-V-J	2	O-O	J
O-O-V-O-V-L-N-V-J	3	O-O	J
O-O-V-O	1	O-O	O
O-O-V-O-O-V	2	O-O	V
O-O-V-O-O-V	2	O-O	V
O-O-V-O-O-V	2	O-O	V
O-O-V-O-O-V-N-V-O	3	O-O	O
O-O-V-O-O-V-N-V-O-O-V	4	O-O	V
O-O-V-O-O-V-O-O-V-J	3	O-O	J
O-O-V-O-O-V-O-O-V	3	O-O	V
O-O-V-O-O-N-V-J	2	O-O	J
O-O-V-O-O-V-L-V-O	3	O-O	O
O-O-V-O-O-V-N-V-O-V-O	4	O-O	O
O-O-V-O-O-V-N-V-O-N-V-J	4	O-O	J
O-O-V-O-O-V-V-O-R-V-O-N-V-J	5	O-O	J
O-O-V-O-O-V-V-O-R-V-O-V-O-V-N-V-J-V	8	O-O	V
O-O-V-O-O-V-O-V-O	3	O-O	O
O-O-V-O-O-V-O-L-V-O-V-N-V-J-V	6	O-O	V
O-O-V-O-O-V-O-V-O-L-V-N-N-V-O	5	O-O	O
O-O-V-O-O-V-O-V-O-L-V-N-O-O-O-V	5	O-O	V
O-O-V-O-O-V-R-V-L	3	O-O	L
O-O-V-O-O-V-O-V-O	3	O-O	O
O-O-V-O-O-V-O-O-V	3	O-O	V
O-O-V-O-O-O-V-O-O-V	3	O-O	V
O-O-V-O-O-O-V-O-V-J	3	O-O	J
O-O-V-N-V-O	2	O-O	O
O-O-V-N-V-O-V-R-V-O	4	O-O	O
O-O-V-N-V-O-V-R-V-O-O-O-V-J	5	O-O	J
O-O-V-N-V-O-V-R-V-O-O-O-V-J	5	O-O	J
O-O-V-N-V	2	O-O	V
O-O-V-N-V-O-V-J	3	O-O	J
O-O-V-N-V-O-V-J	3	O-O	J
O-O-V-N-V-R-O	2	O-O	R-O
O-O-V-N-V-O-V-J-V	4	O-O	V
O-O-V-N-V-O-V-J	3	O-O	J
O-O-V-N-V-O-V-J	3	O-O	J
O-O-V-N-V-O-V-J	3	O-O	J
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-N-V-O	3	O-O	O
O-O-V-R-V-N-V-O	3	O-O	O
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-N-V	3	O-O	V
O-O-V-R-V-N-V-O	3	O-O	O
O-O-V-R-V-N-V-J	3	O-O	J
O-O-V-R-V-O-V-J	3	O-O	J
O-O-V-R-V-O-V-J	3	O-O	J
O-O-V-R-V-O-V-J-N-V-J	4	O-O	J
O-O-V-R-V-O-V-O	3	O-O	O
O-O-V-R-V-O-V-O-O-O-O-V	4	O-O	V
O-O-V-R-V-O-V-O-O-V-O-O-V-J	5	O-O	J
O-O-V-R-V-O-V-J	3	O-O	J
O-O-V-R-V-O-O-V-O	3	O-O	O
O-O-V-R-V-O	2	O-O	O
O-O-V-R-V-L-V-O	3	O-O	O
O-O-V-R-V-L-V-O-N-V-J	4	O-O	J
O-O-V-R-V-L-V-O-O-O-O-V	4	O-O	V
O-O-V-R-V-V-O-R-V-O-N-V-J	5	O-O	J
O-O-V-R-V-O-V-O-V-O-V-J-V	6	O-O	V
O-O-V-R-V-O-V-O-V-O-N-V-J	5	O-O	J
O-O-V-R-V-O-R-V-N-V-O-L-V-N-N-V-O	6	O-O	O
O-O-V-R-V-O-V-O-O-V-O	4	O-O	O
O-O-V-R-V-O-V-R-N-V	4	O-O	V
O-O-V-R-V-J-V-O-V-R	4	O-O	R
O-O-V-R-O-O-V	2	O-O	V
O-O-V-R-O-O-V-J	2	O-O	J
O-O-V-R-O-O-O-V	2	O-O	V
O-O-V-R-O-O-O-V-O-V-O	3	O-O	O
O-O-V-R-V-O-O-V	3	O-O	V
O-O-V-R	1	O-O	R
O-O-V-R-V	2	O-O	V
O-O-V-R-V-O-V	3	O-O	V
O-O-V-R-V-O-O-V	3	O-O	V
O-O-V-N	1	O-O	N
O-O-V-N-V-R-N-V	3	O-O	V
O-O-V-N-V-R-O-O-V-J	3	O-O	J
O-O-V-N-V-R	2	O-O	R
O-O-V-N-V-O	2	O-O	O
O-O-V-N-V-O	2	O-O	O
O-O-V-N-V-O-O-V	3	O-O	V
O-O-V-N-O-V-J	2	O-O	J
O-O-V-N-O-V-O-V-J	3	O-O	J
O-O-V-N-O-V-O-V-L-V-O-V-J	5	O-O	J
O-O-V-N-O-V-O-O	2	O-O	O-O
O-O-V-N-N-V-O-V	3	O-O	V
O-O-V-N-V-O	2	O-O	O
O-O-V-N-V-O-V-O	3	O-O	O
O-O-V-N-O-V-O-V-J	3	O-O	J
O-O-V-O	1	O-O	O
O-O-V-O-V-O-V-O	3	O-O	O
O-O-V-O-V-O-V-J	3	O-O	J
O-O-V-O-V-O-V-O-O-R-V-V-O-O-V-O-V-N-V-J-V	9	O-O	V
O-O-V-O-V-O-V-O-O-R-V-V-O-O-V-O-V-O-V-J	8	O-O	J
O-O-V-O-V-O-L-V-O-V-O-V-L	5	O-O	L
O-O-V-O-V-O-R-V-N-N-V	4	O-O	V
O-O-V-O-V-O-V-O-V-O-V-O-V-J-V-O-V-J	8	O-O	J
O-O-V-O-V-O-V-O-V-O	4	O-O	O
O-O-V-O-V-V-O-N-V-N-V-N-V-J-V	7	O-O	V
O-O-V-O-V-V-O-V-L-V-R-V-J-V-O-V-J	8	O-O	J
O-O-V-O-V-V-O-V-L-V-O-V-V-N-N-V-J	8	O-O	J
O-O-V-O-V-V-O-V-L-V-O-V-J-V	7	O-O	V
O-O-V-O-V-L-V-O-V-O-V-R	5	O-O	R
O-O-V-O-V-N-V-O-O-V-R-V-O-O-V	6	O-O	V
O-O-V-O-V-N-V-O-O-V-R-V-O-V-O-N-V-J	7	O-O	J
O-O-V-O-V-N-V-R-N-V-J	4	O-O	J
O-O-V-O-V-N-V-O-R-V-O-V-O-O-V-J	6	O-O	J
O-O-V-O-V-N-V-O-R-V-J-V	5	O-O	V
O-O-V-O-V-N-V-O-R-V-N-V-O-V-J-V-N-V-O-O	8	O-O	O-O
O-O-V-O-V-N-V-O-R-V-N-V-O-V-J-V-N-V-J	8	O-O	J
O-O-V-O-V-V-O-R-V-O	4	O-O	O
O-O-V-O-V-V-O-R-V-O-V-O-V-N-V-J-V	8	O-O	V
O-O-V-O-V-V-O-V-R-V-O-V-R	6	O-O	R
O-O-V-O-V-V-O-V-R-V-O-V-R-O-O-V-J	7	O-O	J
O-O-V-O-V-O-V-O	3	O-O	O
O-O-V-O-V-O-V-O-L-V-O-V-J-V-O-V-J	7	O-O	J
O-O-V-O-V-O-V-O-L-V-O-V-N-V-J-V	7	O-O	V
O-O-V-O-V-O-V-O-R-V-O-V-N-V-J-V	7	O-O	V
O-O-V-O-V-O-V-O-R-V-O-V-O-V-L	6	O-O	L
O-O-V-O-V-O-V-O-R-V-O-V-O-V-L-N-V-O-O	7	O-O	O-O
O-O-V-O-V-O-V-O-R-V-O-V-O-V-L-N-V-J	7	O-O	J
O-O-V-O-V-O-R-V-J-V-N-N-V-O	5	O-O	O
O-O-V-O-V-O-R-V-O-V-O-V-N-V-O-O	6	O-O	O-O
O-O-V-O-V-O-R-V-O-V-O-N-V-O-O	5	O-O	O-O
O-O-V-O-V-O-R-V-O-V-O-V-O-V-J	6	O-O	J
O-O-V-O-V-O-R-V-N-V-O-V-J-V-N-V-O-O	7	O-O	O-O
O-O-V-O-V-O-R-V-N-V-O-V-J-V-N-V-J	7	O-O	J
O-O-V-O-V-R-V-O	3	O-O	O
O-O-V-O-V-O-V-O-N-V-L-N-V-J	5	O-O	J
O-O-V-O-V-O-N-V-N-V-O-V-L	5	O-O	L
O-O-V-O-V-O-V-O-V-O-V-N-V-J-V	7	O-O	V
O-O-V-O-V-V-L-V-O-L-V-O-V-O-V-L	7	O-O	L
O-O-V-O-V-V-L-V-O-L-V-O-V-J-V-O-V-J	8	O-O	J
O-O-V-O-V-V-L-V-O-V-O-V-L	6	O-O	L
O-O-V-O-V-V-O-V-L-V-N-V-J-V	7	O-O	V
O-O-V-O-V-V-O-V-L-V-O-V-J-V-O-V-J	8	O-O	J
O-O-V-O-V-V-O-V-L-V-O-V-L	6	O-O	L
O-O-V-O-V-N-V-J-V	4	O-O	V
O-O-V-O-V-O	2	O-O	O
O-O-V-O-V-O-V-J	3	O-O	J
O-O-V-O-N-V-O-O	2	O-O	O-O
O-O-V-O-N-V-J	2	O-O	J
O-O-V-O	1	O-O	O
O-O-V-O	1	O-O	O
O-O-V-O	1	O-O	O
O-O-V-O-V-N-V	3	O-O	V
O-O-V-O-V-O	2	O-O	O
O-O-V-O-N-V-O	2	O-O	O
O-O-V	1	O-O	V
O-O-V-N-V-J-V	3	O-O	V
O-O-V-N-V-O-V	3	O-O	V
O-O-V-O	1	O-O	O
O-O-V-O-N-V-J	2	O-O	J
O-O-V-R-V-O-V-O-O-V	4	O-O	V
O-O-V-R-V-O-V-N-N-V-J	4	O-O	J
O-O-V-R-V-O-V-N-O-V-J	4	O-O	J
O-O-V-R-V-O-V-O	3	O-O	O
O-O-V-R-V-O-V-O-V-N-O-V-J	5	O-O	J
O-O-V-R-V-O-V-O-V-N-O-V-J	5	O-O	J
O-O-V-R-V-O-V-L-V	4	O-O	V
O-O-V-R-V-O-V	3	O-O	V
O-O-V-R-V-O-V	3	O-O	V
O-O-V-R-V-O-V	3	O-O	V
O-O-V-R-V-O-V-O-V-J	4	O-O	J
O-O-V-R-V-O-V-J	3	O-O	J
O-O-V-R-V-O-V-J	3	O-O	J
O-O-V-R-V-O-V	3	O-O	V
O-O-V-R-V-O-V-O-V	4	O-O	V
O-O-V-R-V-O-V-O-O-V	4	O-O	V
O-O-V-R-V-O-V-O-V	4	O-O	V
O-O-V-R-V-O-V-O	3	O-O	O
O-O-V-R-V-O-V-O-O-V	4	O-O	V
O-O-R-V-O-V-J-V	3	O-O-R	V
O-O-R-V-O-V-O-V	3	O-O-R	V
O-O-R-V-O-N-V-O-V	3	O-O-R	V
O-O-R-V-O-V-N-V-O-L-V-J-V	5	O-O-R	V
O-O-R-V-O-V-N-V-O-L-V-O-V-J	5	O-O-R	J
O-O-R-V-O-V-V-O-R-V-N-V-N-V-J-V	7	O-O-R	V
O-O-R-V-O-V-V-O-R-V-N-V-O-V-L-N-V-J	7	O-O-R	J
O-O-R-V-O-V-O-O	2	O-O-R	O-O
O-O-R-V-O-V-O-O-V-L	3	O-O-R	L
O-O-R-V-O-O-V-N-O-O	2	O-O-R	N-O-O
O-O-R-V-O-O-O-O-V-O-V-O	3	O-O-R	O
O-O-R-V-O-O-O-O-V-J-V-O-V-J	4	O-O-R	J
O-O-R-V-O-V-J	2	O-O-R	J
O-V-O-R-V	2	O	V
O-V-O-R-V-O-V-J	3	O	J
O-V-O-R-V-V-O	3	O	O
O-V-O-V	2	O	V
O-V-O	1	O	O
O-V-O	1	O	O
O-V-O-V	2	O	V
O-V-O-V-O-V	3	O	V
O-V-O-V-N-V-J-V	4	O	V
O-V-O-V-N-V	3	O	V
O-V-O-V-O-V-L-N-V-J	4	O	J
O-V-O-V-O	2	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-N-V-O	2	O	O
O-V-O-V-O	2	O	O
O-V-O-V-O-V	3	O	V
O-V-O-V-O-N-V-J	3	O	J
O-V-J-O-V-R-V-O-V-O	4	O	O
O-V-J-O-V-R-V-O-O-V-O	4	O	O
O-V-J-O-O-V-J	2	O	J
O-V-L-V-N-O-V-J-V	4	O	V
O-V-L-V-N-V-N-O-V-J-V	5	O	V
O-V-L-V-N-V-N-O-V-J	4	O	J
O-V-L-V-N-V-O	3	O	O
O-V-L-V-N-V-O-O-V	4	O	V
O-V-L-V-N-V-O	3	O	O
O-V-L-V-N-V-O	3	O	O
O-V-L-V-N-O-V	3	O	V
O-V-L-V-N-N-V-J	3	O	J
O-V-L-V-N-V-O-V-O-V-J	5	O	J
O-V-L-V-N-V-O-L-V-O-O-V	5	O	V
O-V-L-V-N-V-O-L-V-O-V-J	5	O	J
O-V-L-V-N-V-O-V-L-V-O-V-J	6	O	J
O-V-L-V-N-V-O-V-R-O-O	4	O	R-O-O
O-V-L-V-N-V-L-V-O-O-O-V-N-N-V-J	6	O	J
O-V-L-V-N-V-O-O-V	4	O	V
O-V-L-V-N-O-V-O	3	O	O
O-V-L-V-N-O-V-O	3	O	O
O-V-L-V-N-O-V-O	3	O	O
O-V-L-V-N-O-V-O	3	O	O
O-V-L-V-N-O-V-O-V	4	O	V
O-V-L-V-N-V-J	3	O	J
O-V-L-V-N	2	O	N
O-V-L-V-N-V	3	O	V
O-V-L-V-O-V-O-V-O	4	O	O
O-V-L-V	2	O	V
O-V-L-V	2	O	V
O-V-L-V-O	2	O	O
O-V-L-V	2	O	V
O-V-L-O	1	O	L-O
O-V-N-V-L-O-V	3	O	V
O-V-N-V-L-N-V-J	3	O	J
O-V-N-V-O	2	O	O
O-V-N-L-V-O-V-O-N-V-J	4	O	J
O-V-N-L-V-O-V-O	3	O	O
O-V-N-L-V-O-V-O-V-N-V-J-V	6	O	V
O-V-N-L-V-O-L-V-O-V-L-V-O	5	O	O
O-V-N-L-V-O-L-V-O-V-L-V-O-V	6	O	V
O-V-N-L-V-O-L-V-O-V-L-O-V-O-O-V-J	6	O	J
O-V-N-L-V-O-L-V-O-V-N-V-J-V	6	O	V
O-V-N-L-V-O-V-O-N-V-J	4	O	J
O-V-N-L-V-O-V-L-O-V-O-O-V-J	5	O	J
O-V-N-L-V-O-V-L-V-O	4	O	O
O-V-N-L-V-O-V-L-V-J-V	5	O	V
O-V-N-L-V-O-V-L-O-V-O-O-V-J	5	O	J
O-V-N-L-V-O-V-O	3	O	O
O-V-N-L-V-O-V-O-N-V-J	4	O	J
O-V-N-L-V-N-V-R	3	O	R
O-V-N-L-V-N-V-R-V-J-V	5	O	V
O-V-N-L-V-N-V-R-O-V	4	O	V
O-V-N-L-V-N-V-R-N-V-J	4	O	J
O-V-N-L-V-N-V-R-O-V	4	O	V
O-V-N-L-V-V-O-V-O-V-N-V-J-V	7	O	V
O-V-N-L-V-O-V-O-V-O-O-O-V	5	O	V
O-V-N-L-V-O-V-O-V-O	4	O	O
O-V-N-L-V-O-V-L-O-V-O-V-N-V-J-V	7	O	V
O-V-N-L-V-O-V-L-O-V-O-V-O-V-L	6	O	L
O-V-N-L-V-O-R-V-O-V-O-V-O	5	O	O
O-V-N-L-V-R-V-O	3	O	O
O-V-N-L-V-R-V-J-O-V	4	O	V
O-V-N-L-V-R-V-J-N-V-J	4	O	J
O-V-N-L-V-O-V-O	3	O	O
O-V-N-L-V-O-V-O-N-V-J	4	O	J
O-V-N-L-V-O-R-V-O-V-N-V-J-V	6	O	V
O-V-N-L-V-V-O-O-R-V-V-O-V-L	6	O	L
O-V-N-L-V-V-O-O-R-V-V-O-V-L-N-V-J	7	O	J
O-V-N-L-V-V-O-O-R-V-J-O-O-O-V	5	O	V
O-V-N-L-V-O-V-R-O-V-L-O-V	5	O	V
O-V-N-L-V-O-V-R-O-V-L-N-V-J	5	O	J
O-V-N-L-V-O-V-R-O-V-N-V-J-V	6	O	V
O-V-N-L-V-O-V-R-O-V-O-V-L-N-V-J	6	O	J
O-V-N-L-V-O-O-V-O-O	3	O	O-O
O-V-N-L-V-O-O-V-J	3	O	J
O-V-N-L-V-O-V	3	O	V
O-V-N-L-V-O-O-V	3	O	V
O-V-N-L-V-O-V	3	O	V
O-V-N-L-V	2	O	V
O-V-N-L-V	2	O	V
O-V-N-L-V-O	2	O	O
O-V-N-L-V-N-V-O-V	4	O	V
O-V-N-L-V-N-V-N	3	O	N
O-V-N-L-V-N-V-O-V-N-V	5	O	V
O-V-N-L-V-N-V-O-O-V	4	O	V
O-V-N-L-V-N-V-O-N-V-O	4	O	O
O-V-N-L-V-N-V-O-N-V-J-V	5	O	V
O-V-N-L-V-N-V-O-N-V-J	4	O	J
O-V-N-L-V-N-O-V	3	O	V
O-V-N-L-V-N-V-J	3	O	J
O-V-N-L-V-N-V-O-N-V-J	4	O	J
O-V-N-L-V-O-V-O-O-V-J	4	O	J
O-V-N-L-V-O-V-O-O-O-V	4	O	V
O-V-N-L-V-O-O-V	3	O	V
O-V-N-L-V-O-V-O	3	O	O
O-V-N-N-V	2	O	V
O-V-N-N-V-O-V-O-N-V-J-V	5	O	V
O-V-N-N-V-O-V-O-N-V-J	4	O	J
O-V-N-N-V-J	2	O	J
O-V-N-N-V-R-V-O-N-V-J	4	O	J
O-V-N-O-O-V-J	2	O	J
O-V-N-O-N-V-R-V-O	3	O	O
O-V-N-O-O-O-V	2	O	V
O-V-N-O-V-N-O	2	O	N-O
O-V-N-O-V-N-V	3	O	V
O-V-N-O-V-O-V-L	3	O	L
O-V-N-V-O	2	O	O
O-V-N-V-O-O-V	3	O	V
O-V-N-V-O-N-V-J	3	O	J
O-V-N-V-O-O-V-O	3	O	O
O-V-N-V-O-O-V-O-V	4	O	V
O-V-N-V-O-V	3	O	V
O-V-N-O-V-R	2	O	R
O-V-N-O-V-R-V-O-V-O	4	O	O
O-V-N-O-V-R-V-O-O-V	4	O	V
O-V-N-O-V-O-V-O	3	O	O
O-V-N-O-V-O-O-V	3	O	V
O-V-R-O-V-L-V	3	O	V
O-V-R-O-V-L-N-V-O-O	3	O	O-O
O-V-R-O-V-L-N-V-J	3	O	J
O-V-R-O-V-L-O-V	3	O	V
O-V-R-O-V-L-O-V-O	3	O	O
O-V-R-N-V-N-V	3	O	V
O-V-R-N-V-N-O-V	3	O	V
O-V-R-N-V-O-O-V-O-O	3	O	O-O
O-V-R-N-V-O-O-V-J	3	O	J
O-V-R-N-V-O	2	O	O
O-V-R-N-V	2	O	V
O-V-R-N-V-V-O-O-V-R-V-O-V-R	6	O	R
O-V-R-N-V-O-V-O-N-V-J	4	O	J
O-V-R-N-V-O-V-O	3	O	O
O-V-R-N-V-O-O-V	3	O	V
O-V-R-N-V-O-O-V	3	O	V
O-V-R-N-V-O-V-O	3	O	O
O-V-R-N-V-O-V-O-O-V	4	O	V
O-V-R-N-V-O-V-J	3	O	J
O-V-R-N-V-O-V-J-V	4	O	V
O-V-R-N-V-O-R-V-O-V-L-O-V	5	O	V
O-V-R-N-V-O-R-V-O-V-L-N-V-J	5	O	J
O-V-R-N-V-O-V-N-O-V-J-N	4	O	J-N
O-V-R-N-V-N-V-J-V-O-N-V-J	5	O	J
O-V-R-N-V-V-O-R-V-O-N-V-J	5	O	J
O-V-R-N-V-V-O-O-V-L-V-O-V-L-N-V-J	7	O	J
O-V-R-N-V-V-O-V-O-O-V-O-V-L-N-V-J	7	O	J
O-V-R-N-V-V-O-V-O-O-O-V	5	O	V
O-V-R-N-V-O-L-V-O-V-L-O-V	5	O	V
O-V-R-N-V-O-V-O-R-V-O-O-V-O	5	O	O
O-V-R-N-V-O-V-O-O-V-O-O-V	5	O	V
O-V-R-N-V-O-R-V-O-V-O	4	O	O
O-V-R-N-V-O-V-L-O	3	O	L-O
O-V-R-N-V-O-O-L-V-O	3	O	O
O-V-R-N-V-O-V-O-O-V-O	4	O	O
O-V-R-N-V-O-V-O-V-L-O-V	5	O	V
O-V-R-N-V-O-V-R-O-V	4	O	V
O-V-R-N-V-V-O-V-R-V-O-N-V-J	6	O	J
O-V-R-N-V-V-O-L-V-O-N-V-O-V-L	6	O	L
O-V-R-N-V-V-L-V-O-V-O-V-L	6	O	L
O-V-R-N-V-O-V-R-V-O	4	O	O
O-V-R-N-V-O-V-R-V-O-N-V-J	5	O	J
O-V-R-N-V-O-R-V-N-V-L-V-O-V	6	O	V
O-V-R-N-V-V-L-V-O-V-O-V-R	6	O	R
O-V-R-N-V-J-V-O-N-V-J	4	O	J
O-V-R-N-V-O-O-V	3	O	V
O-V-R-N	1	O	R-N
O-V-R-V	2	O	V
O-V-R-O-V-L-V	3	O	V
O-V-O	1	O	O
O-V-O-V-R	2	O	R
O-V-O-V-R	2	O	R
O-V-O-V-R-N-V-J	3	O	J
O-V-O-V-R-V-O-V-J	4	O	J
O-V-V	2	O	V
O-V-O-O-V-O	2	O	O
O-V-O-O-V-O-N-V-O-V-N-V	5	O	V
O-V-O-O-V-O-V-O-V-O-N-V-J	5	O	J
O-V-O-O-V-O-V-V-O-R-V-O-N-V-J	6	O	J
O-V-O-V-O-V-N-V-J-V	5	O	V
O-V-O-V-N-V-R-O-N-V-J	4	O	J
O-V-O-V-O-O-V-R-V	4	O	V
O-V-O-V-O-V	3	O	V
O-V-O-O-V-O-V-L	3	O	L
O-V-O-O-V-O-V-L-N-V-J	4	O	J
O-V-O-O-V-O-O-V	3	O	V
O-V-L-O-V-R-O-R-V-O	3	O	O
O-V-N-V	2	O	V
O-V-N-O-V-O-O-V	3	O	V
O-V-N-O-V-O-O-V-J-O-O-V-J	4	O	J
O-V-N-N-V-J	2	O	J
O-V-N-N-V-O	2	O	O
O-V-N-V-O-V-L-N-V-J	4	O	J
O-V-N-V-O-V-O	3	O	O
O-V-N-V-O-V-O-V	4	O	V
O-V-N-V-O-O-V	3	O	V
O-V-N-V-O-N-V-O	3	O	O
O-V-N-V-O-V-O-N-V-J	4	O	J
O-V-N-V-O-O-V-O	3	O	O
O-V-N-V-O-O-V-O-V	4	O	V
O-V-N-V-O-V	3	O	V
O-V-N-V-J	2	O	J
O-V-N-V-L-V-O-V-O-V-O-O-V-J	6	O	J
O-V-N-V-L-V-O-V-J-V	5	O	V
O-V-N-V-R-V-O-V-O	4	O	O
O-V-N-V-O-O-V-J-O-V-J	4	O	J
O-V-N-V-O-O-V-J-O-V-O-O	4	O	O-O
O-V-N-V-O-V-O-V-O-O-V-J	5	O	J
O-V-N-V-O-O-V	3	O	V
O-V-N-V	2	O	V
O-V-N-V-V-O-V	4	O	V
O-V-N-V-N	2	O	N
O-V-N-O-V	2	O	V
O-V-N-V-O-V-J	3	O	J
O-V-O-V-N	2	O	N
O-V-O-V-N-N-V-J	3	O	J
O-V-O-O-R-V-O-O-V-O-V-O-V-L	5	O	L
O-V-J-V-N-V-J-V	4	O	V
O-V-J-V-O	2	O	O
O-L-V-O	1	O-L	O
O-L-V-O-V-O-V-J	3	O-L	J
O-L-V-O-V	2	O-L	V
O-L-V-O-O-V	2	O-L	V
O-L-V-O-V	2	O-L	V
O-L-V-O-V-O-V-R-O-V-J	4	O-L	J
O-L-V-O-V-O-L-V-O-V-J	4	O-L	J
O-L-V-O-V-O-L-V-O-V-J	4	O-L	J
O-L-V-O-V-O-L-V-O-V-O	4	O-L	O
O-L-V-O-V-O-L-V-O-O-V	4	O-L	V
O-L-V-O-V-O-R-V-O-V-J	4	O-L	J
O-L-V-O-V-O-V-O-O-V	4	O-L	V
O-L-V-O-V-J	2	O-L	J
O-L-V-O-V-O-V-O-V-N-V-J	5	O-L	J
O-L-V-O-V-O-R-V-O	3	O-L	O
O-L-V-O-V-O-R-V-L-V-J	4	O-L	J
O-L-V-O-V-O-V-O-R-V-J	4	O-L	J
O-L-V-O-V-L-V-O-V-J-V	5	O-L	V
O-L-V-O-V-O-V-R-V-J	4	O-L	J
O-L-V-O-V-R-V-O-V-J	4	O-L	J
O-L-V-O-V-R-V-N-N-V-J	4	O-L	J
O-L-V-O-V-O-O-R-V-N-N-V-J	4	O-L	J
O-L-V-O-V-O-O-V-N-V-J	4	O-L	J
O-L-V-O-V-V-O-O	3	O-L	O-O
O-L-V-O-V-V-O-O	3	O-L	O-O
O-L-V-O-V-V-O-O-V-O-O-O-V-J	5	O-L	J
O-L-V-O-V-O-O-V-O	3	O-L	O
O-L-V-O-N-V-J	2	O-L	J
O-L-V-J-O-V-J	2	O-L	J
O-L-V-O	1	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O-O-V	2	O-L	V
O-L-V	1	O-L	V
O-L-V	1	O-L	V
O-L-V-O-V	2	O-L	V
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V-O-O-V	3	O-L	V
O-L-V-O-N-V-O-O	2	O-L	O-O
O-L-V-O-N-V-J	2	O-L	J
O-L-V-O-V-O-N-V-O-N-V-O-O	4	O-L	O-O
O-L-V-O-V-O-N-V-O-N-V-J	4	O-L	J
O-L-V-O-O-O-O-V-O-V-N-V-J-V	5	O-L	V
O-L-V-O-O-O-O-V-O-V-O	3	O-L	O
O-L-V-O-V-O-V-J	3	O-L	J
O-L-V-O-V-N-V-J-V	4	O-L	V
O-L-V-O-V-N-N-V-J	3	O-L	J
O-L-V-O-R-V-O-N-V-O-O	3	O-L	O-O
O-L-V-O-R-V-O-N-V-J	3	O-L	J
O-L-V-O-V-J	2	O-L	J
O-L-V-O-V-J-O-V	3	O-L	V
