lexeme_russian	number_syllables	onset	coda
V-O-V-W-V-O-V-W-V-O-O-V	6	V	V
V-O-V-W-V-O-V-O	4	V	O
V-O-V-W-V-O-V-O-O-V	5	V	V
V-O-V-O-R-V-O-V-O	4	V	O
V-O-V-O-R-V-O-V-O-O-V	5	V	V
V-O-V-O-R-V-O-V-W-V-O	5	V	O
V-O-V-O-R-V-O-V-W-V-O-O-V	6	V	V
V-O-V-N-V-O-V-L-N-V-J	5	V	J
V-O-V-N-V-O	3	V	O
V-O-V-N-V-O-O-V	4	V	V
V-O-V-N-L-V-N-V-V	5	V	V
V-O-V-N-L-V-N-N-V-J	4	V	J
V-O-V-N-L-V-O	3	V	O
V-O-V-N-L-V-O-O-V	4	V	V
V-O-V-N-R-V-O	3	V	O
V-O-V-N-R-V-O-N-V-J	4	V	J
V-O-V-R-V-O-V-W-V-O	5	V	O
V-O-V-R-V-O-V-W-V-O-O-V	6	V	V
V-O-V-O-O-N-V-J	3	V	J
V-O-V-O-V-O	3	V	O
V-O-V-O-V-N-V-V	5	V	V
V-O-V-O-V-N-N-V-O-O	4	V	O-O
V-O-V-O-V-O	3	V	O
V-O-J-V-O-V-O	3	V	O
V-O-J-V-O-O-V-O	3	V	O
V-O-J-V-O-O-V-O-O-V	4	V	V
V-O-J-V-O-O-V-N-N-V-J	4	V	J
V-O-J-V-O-O-V-W-V-O-O-V	5	V	V
V-O-J-V-L-V-O-V-O	4	V	O
V-O-J-V-R-O-V-O	3	V	O
V-O-J-V-R-O-V-O-O-V	4	V	V
V-O-J-V-O-O	2	V	O-O
V-O-J-V-O-V-O-N-V-O-V-O-O-V	6	V	V
V-O-J-V-W-V-O-V-L-N-V-J	5	V	J
V-O-J-V-W-V-O	3	V	O
V-O-J-V-W-L-V-N-V-V	5	V	V
V-O-J-V-W-L-V-O	3	V	O
V-O-J-V-O-W-V-O	3	V	O
V-O-J-V-O-W-L-V-N-V-V	5	V	V
V-O-J-V-O-W-L-V-O	3	V	O
V-O-J-V-N	2	V	N
V-O-J-V-N-V-O	3	V	O
V-O-J-V-O-N-V-N-V-V	5	V	V
V-O-J-V-O-N-V-O-V-L-N-V-J	5	V	J
V-O-J-V-O-N-V-O	3	V	O
V-O-J-V-O-N-V-O-O-V	4	V	V
V-O-J-V-O-N-V-O	3	V	O
V-O-J-V-O-N-V-O-O-V	4	V	V
V-O-J-V-O-V-V	4	V	V
V-O-J-V-O	2	V	O
V-O-V-N-V-O	3	V	O
V-O-V-O-O	2	V	O-O
V-O-V-O-O-V-N-V-V	5	V	V
V-O-V-O-O-V-N-N-V-O-O	4	V	O-O
V-O-V-O-O-V-N-N-V-J	4	V	J
V-O-V-O-O-V-O-V-L	4	V	L
V-O-V-O-O-V-O-V-L-N-V-J	5	V	J
V-O-V-O-O-V-O-V-L-O-O-V-J	5	V	J
V-O-V-O-O-V-O	3	V	O
V-O-V-O-O-V-O-O-V	4	V	V
V-O-V-O-O-V-W-V-O	4	V	O
V-O-V-O-O-V-W-V-O-O-V	5	V	V
V-O-V-O-R	2	V	O-R
V-O-V-O-R-V-W-V-J	4	V	J
V-O-V-O-R-V-W-V-J	4	V	J
V-O-V-O-R	2	V	O-R
V-O-V-N	2	V	N
V-O-V-N-V-N-V	4	V	V
V-O-V-N-V-N-O-V	4	V	V
V-O-V-N-N-V-J	3	V	J
V-O-V	2	V	V
V-O-V-O-L-V-W	3	V	W
V-O-V-O-V-O-O-W-V	4	V	V
V-O-V-O-N-V-J-O-V-J	4	V	J
V-O-V-O-N-V-O-O	3	V	O-O
V-O-V-O-N-V-J	3	V	J
V-V-O-V-O	3	V	O
V-O-V-N-V-V	4	V	V
V-O-V-N-V	3	V	V
V-O-V-O	2	V	O
V-O-V-O	2	V	O
V-O-V-O-O-V	3	V	V
V-O-N-V-O	2	V	O
V-O-N-V-O-O-V	3	V	V
V-O-V-N-V	3	V	V
V-O-V-N-O-V	3	V	V
V-O-V-N-N-V-J	3	V	J
V-O-V-N-V-O-V-R-V-O	5	V	O
V-O-V-N-V-O-V-R-O-O-W-V	5	V	V
V-O-V-N-V-O-V-R-O-V-O-O-V-J	6	V	J
V-O-V-N-V-O-V-R-O-V-O-O-W-V	6	V	V
V-O-V-N-V-O-R-V-O-V-O-V-O-O-V-J	7	V	J
V-O-V-N-V-O-R-V-O-V-V	6	V	V
V-O-V-N-V-O-V-O-V-O	5	V	O
V-O-V-N-V-O-V-O-N-V-J	5	V	J
V-O-V-N-V-O-V-O	4	V	O
V-O-V-N-V-O-O-V-O	4	V	O
V-O-V-N-V-O-O-V-O	4	V	O
V-O-V-N-V-O-O-V-O-N-V-J	5	V	J
V-O-V-R-O-V	3	V	V
V-O-V-R-N-V-J	3	V	J
V-O-V-R-V-O-O-V	4	V	V
V-O-V-O	2	V	O
V-O-V-O-V-V-O-R	4	V	O-R
V-O-V-O-V	3	V	V
V-O-V-O-N-V-O	3	V	O
V-O-R-V	2	V	V
V-O-R-V	2	V	V
V-O-R-V-N-O-V	3	V	V
V-O-R-V-O-O-V-J	3	V	J
V-O-R-V-O-O-V	3	V	V
V-O-R-V-N-V-O	3	V	O
V-O-R-V-N-V-O-V-N-V-V	6	V	V
V-O-R-V-N-V-O-N-V-J	4	V	J
V-O-R-V	2	V	V
V-O-R-V-N-V-J	3	V	J
V-O-R-V-N-O-V-O	3	V	O
V-O-O	1	V	O-O
V-O-O-O-V-O-O	2	V	O-O
V-O-O-V-V	3	V	V
V-O-O-V-O	2	V	O
V-O-O-V	2	V	V
V-O-O-V-N-O-O-V-J	3	V	J
V-O-O-V-N-O-O-V-J	3	V	J
V-L	1	V	L
V-L-V-O	2	V	O
V-L-V	2	V	V
V-L-V	2	V	V
V-L-V-O-O-V-O-O	3	V	O-O
V-L-V-O-O-V-J	3	V	J
V-L-L-V-R-V-V-N	4	V	N
V-L-L-V-O-V-L-N-V-J	4	V	J
V-L-L-V-N-V-J-O	3	V	J-O
V-L-L-V-R-V-V-O	4	V	O
V-L-L-V-R-V-O-N	3	V	O-N
V-L-L-V-R-V-J-O-O-V-J	4	V	J
V-L-L-V-O-V-O-N-V-O-O	4	V	O-O
V-L-L-V-W-V-V-L-N-V-J	5	V	J
V-L-L-V-O-V-V-N	4	V	N
V-L-L-V-O-V-V-N-V-O-N	5	V	O-N
V-L-L-V-O-V-V-N-V-O-O	5	V	O-O
V-L-L-V-O-V-V-N-V-O-O-V-O-V-O-O-V-J	8	V	J
V-L-L-V-O-V-V-N-V-O-O-O-O-V-J	6	V	J
V-L-L-V-O-V-V	4	V	V
V-L-L-V-O-V-R-N-V-O-O	4	V	O-O
V-L-L-V-O-V-R-N-V-J	4	V	J
V-L-L-V-N-V-N-V-O	4	V	O
V-L-L-V-N-V-N-V-O-V-R	5	V	R
V-L-L-V-N-V-N-V-O-V-R	5	V	R
V-L-L-V-N-V-N-V-O-V-V-N-N-V-J	7	V	J
V-L-L-V-N-V-N-V-O-V-V	6	V	V
V-L-L-V-N-V-N-V-R-V-W-V-O	6	V	O
V-L-L-V-N-V-N-V-W-V-O	5	V	O
V-L-L-V-O-O-R-V-O-V-W-N-V-O-O	5	V	O-O
V-L-L-V-O-O-R-V-O-V-W-N-V-J	5	V	J
V-L-L-V-O-O-R-V-O-V-R	4	V	R
V-L-L-V-O-O-R-V-O-V-R-O-O-V-J	5	V	J
V-L-L-V-O-O-R-V-O-V-V-N-N-V-J	6	V	J
V-L-L-V-O-O-R-V-O-V-V	5	V	V
V-L-L-V-O-O-R-V-R-V-W-V-N-V-V	7	V	V
V-L-L-V-O-O-R-V-R-V-W-V-N-N-V-J	6	V	J
V-L-L-V-O-O-R-V-R-V-W-V-O	5	V	O
V-L-V-W-V-O-V-J	4	V	J
V-L-V-W-V-J	3	V	J
V-L-V-O	2	V	O
V-L	1	V	L
V-L-O-V-N	2	V	N
V-L-V-N	2	V	N
V-L-O-V	2	V	V
V-L-O-V	2	V	V
V-L-O-V-W-V-J	3	V	J
V-L-N	1	V	L-N
V-L-N-V-N-V-O	3	V	O
V-L-N-V-N	2	V	N
V-L-N-V-W-N-V-O	3	V	O
V-L-N-V-W-V-J	3	V	J
V-L-N-V-O-V	3	V	V
V-L-N-V-J	2	V	J
V-L-J-V	2	V	V
V-N-V-O-V	3	V	V
V-N-V-O-V	3	V	V
V-N-V-O-V-N-V-O-N	4	V	O-N
V-N-V-O-V-N-V-O-O	4	V	O-O
V-N-V-O-V-N-V-O-O-O-V	5	V	V
V-N-V-O-V-N-V-O-O-O-O-V-J	5	V	J
V-N-V-N	2	V	N
V-N-V-N-V-O	3	V	O
V-N-O-V-R-N-V-J	3	V	J
V-N-O-V-R	2	V	R
V-N-V-J-L	2	V	J-L
V-N-V-J-L	2	V	J-L
V-N-V-N-V-V	4	V	V
V-N-V-N-V-N-N-V-O	4	V	O
V-N-V-N-V-N-N-V-O-V	5	V	V
V-N-V-N-V-N-N-V-J	4	V	J
V-N-V-N-V-N-V	4	V	V
V-N-V-N-V-O-V-L-N-V-J	5	V	J
V-N-V-N-V-O-V-O-O	4	V	O-O
V-N-V-N-V-O-V-J	4	V	J
V-N-V-N-N-V	3	V	V
V-N-V-N-N-V-J	3	V	J
V-N-V-N-V-W-V-N-N-V-J	5	V	J
V-N-V-N-V-W-V-O	4	V	O
V-N-V-N-V-W-V-O-O-V	5	V	V
V-N-V-N-V-O-L-V-W	4	V	W
V-N-V-N-V-O-V	4	V	V
V-N-V-R-V-O-V-N	4	V	N
V-N-V-R-V-O-V-N-V-O	5	V	O
V-N-V-R-V-O-V-N-O-V	5	V	V
V-N-V-R-V-O-V-N-O-O-V-J	5	V	J
V-N-V-O	2	V	O
V-N-V-O-O-V	3	V	V
V-N-V-O-O-V	3	V	V
V-N-V-O-O	2	V	O-O
V-N-V-O-V-O-V-R	4	V	R
V-N-V-O-V-O-V-R-O-O-V-J	5	V	J
V-N-V-O-V-O-V-R-O-V	5	V	V
V-N-V-O-V-O-V-V-N-N-V-J	6	V	J
V-N-V-O-V-O-V-V	5	V	V
V-N-V-O-V-R-V-W-V-O	5	V	O
V-N-N-V-N-V-N-O-N-V-O-O	4	V	O-O
V-N-N-V-N-V-N-O-N-V-J	4	V	J
V-N-N-V-N-V-V-L	4	V	L
V-N-N-V-O-V-R-V-V-L-V-O-N	6	V	O-N
V-N-N-V-O-V-R-V-V-L-N-V-J	6	V	J
V-N-N-V-O-R-V-O-V-L-V-O-V-V	7	V	V
V-N-N-V-L-N-V-N	3	V	N
V-N-N-V-R-O-V-V-N-N-V-J	5	V	J
V-N-N-V-R-O-V-V	4	V	V
V-N-N-V-O-R-V-N-O	3	V	N-O
V-N-N-V-O-R-V-N-O-O-V	4	V	V
V-N-N-V-O-R-V-N-O-O-O-V-J	4	V	J
V-N-N-V-O-R-V-O-V-V-N-N-V-J	6	V	J
V-N-N-V-O-R-V-O-V-V	5	V	V
V-N-N-V-O-R-V-R-V-W-V-O	5	V	O
V-N-N-V-O-V-L-V-J-O-V-R	5	V	R
V-N-N-V-O-V-L-V-O-V-O-V-V	7	V	V
V-N-N-V-O-V-L-V-O-V-W-V-O	6	V	O
V-N-N-V-R-V-L-V-O-N	4	V	O-N
V-N-N-V-R-V-L-N-V-J	4	V	J
V-N-N-V-R-O-V-L	3	V	L
V-N-N-V-N-V-O-V-O-V-V-N-N-V-J	7	V	J
V-N-N-V-N-V-O-V-O-V-V	6	V	V
V-N-N-V-N-V-O-V-R-V-W-V-O	6	V	O
V-N-N-V-N-V-O-V-O	4	V	O
V-N-N-V-N-N-V-J	3	V	J
V-N-N-V-N-V-O-L-V-O-V-L-V-N	6	V	N
V-N-N-V-N-V-O-V-V-O-N-V-O-O-V-O-V	8	V	V
V-N-N-V-N-V-L-V-O	4	V	O
V-N-N-V-N-V-L-V-O-V-O-V-O-O-V-J	7	V	J
V-N-N-V-N-V-L-V-O-V-V	6	V	V
V-N-N-V-N-V-O-R-V-O-V-L-V-O-O-V-O-V	8	V	V
V-N-N-V-N-V-O-V-R-V-O-V-V	7	V	V
V-N-N-V-N-V-O-V-N-V-V	6	V	V
V-N-O-V-L-L-V-R	3	V	R
V-N-O-V-R-V-O-V-W	4	V	W
V-N-O-V-R-V-O-V-W-N-V-O-O	5	V	O-O
V-N-O-V-R-V-O-V-W-N-V-J	5	V	J
V-N-O-V-R-V-O-V-R	4	V	R
V-N-O-V-R-V-O-V-R-O-O-V-J	5	V	J
V-N-O-V-R-V-O-V-R-O-O-W-V	5	V	V
V-N-O-V-R-V-O-R-V-O-V	5	V	V
V-N-O-V-R-V-V-L	4	V	L
V-N-O-V-R-V-V-L-V-O-N	5	V	O-N
V-N-O-V-R-V-V-L-V-O-O	5	V	O-O
V-N-O-V-R-V-V-L-V-O-O-V-O-V-O-O-V-J	8	V	J
V-N-O-V-R-V-V-L-V-O-O-O-O-V-J	6	V	J
V-N-O-V-R-V-V	4	V	V
V-N-O-V-R-O-O-V-J	3	V	J
V-N-O-V-R-O-V-O-O	3	V	O-O
V-N-O-V-R-O-V-O-O-V-W-V-O-V-V	7	V	V
V-N-O-V-R-O-V-O-O-V-W-V-O-V-O-V-V	8	V	V
V-N-O-V-R-O-V-O-O-V-W-N-V-J	5	V	J
V-N-O-L-V-N-O-V-N-O	3	V	N-O
V-N-O-L-V-N-O-V-O-V-V	5	V	V
V-N-O-L-V-N-O-V-R-V-W-V-O	5	V	O
V-N-O-L-V-N-V-N-O-V-O-V-V	6	V	V
V-N-O-L-V-O-V-W-N-V-J	4	V	J
V-N-O-L-V-O-V-V	4	V	V
V-N-O-V-O-V-N-O-N-V-O-O	4	V	O-O
V-N-O-V-O-V-N-O-N-V-J	4	V	J
V-N-O-V-N-V-R-V-W-V-O	5	V	O
V-N-O-V-R-O	2	V	R-O
V-N-O-V-R-O-V-R	3	V	R
V-N-O-V-R-O-V-R-V-W-V-O	5	V	O
V-N-O-V-R-O-N-V-J	3	V	J
V-N-O-V-R-O-V-O-V-N-V-O-V-N-V-V	8	V	V
V-N-O-V-O-O	2	V	O-O
V-N-O-V-O-V-N-O	3	V	N-O
V-N-O-V-O-V-N-O-N-V-J	4	V	J
V-N-O-V-O-V-N-O-V-V	5	V	V
V-N-O-R-V-O-N-V-O-V-V	5	V	V
V-N-O-R-V-O-V-R-V-V	5	V	V
V-N-O-R-V-O-O-V-V-N-V-O-N	5	V	O-N
V-N-O-R-V-O-O-V-V-N-V-O-O	5	V	O-O
V-N-O-R-V-O-O-V-V-N-V-O-O-V-O-V-O-O-V-J	8	V	J
V-N-O-R-V-O-O-V-V-N-V-O-O-V-O-N-V-J	7	V	J
V-N-O-R-V-O-O-V-V-N-V-O-O-O-V	6	V	V
V-N-O-R-V-O-O-V-V-N-V-O-O-O-O-V-J	6	V	J
V-N-O-R-V-O-O-V-V	4	V	V
V-N-O-R-V-W-V-O-V-O-V-R	5	V	R
V-N-O-R-V-W-V-O-V-O-V-R-O-O-V-J	6	V	J
V-N-O-R-V-W-V-O-V-O-V-R-O-O-W-V	6	V	V
V-N-O-R-V-W-V-O-V-O-V-V	6	V	V
V-N-O-R-V-W-V-O-V-R-V-W-V-N-N-V-J	7	V	J
V-N-O-R-V-W-V-O-V-R-V-W-V-O	6	V	O
V-N-O-V-L-O	2	V	L-O
V-N-O-V-L-O-V-W-N-V-O-O	4	V	O-O
V-N-O-V-L-O-V-W-N-V-J	4	V	J
V-N-O-V-L-O-N-V-J	3	V	J
V-N-V-O-V-O-O-W-V-N-N-V-J	5	V	J
V-N-V-O-V-O-O-W-V	4	V	V
V-N-V-O-V-J	3	V	J
V-N-V-J-L	2	V	J-L
V-N-V-J-L	2	V	J-L
V-N-V	2	V	V
V-N-V-R-V-O	3	V	O
V-N	1	V	N
V-N-V-O-V-N-V-O-L-V-V	6	V	V
V-N-V-O-V-N-V-O-L-V-O-V-J	6	V	J
V-N-V-O-V-N-V-O-L-V-O-V-J	6	V	J
V-N-V-V-O-V-R-V-O-V-V	7	V	V
V-N-V-O-V	3	V	V
V-N-V-O-V	3	V	V
V-N-O-R-V-O-V-N-O	3	V	N-O
V-N-W-V-O-V-V-N-N-V-J	5	V	J
V-N-W-V-O-V-V	4	V	V
V-N-W-V-L-V-O	3	V	O
V-N-W-V-L-V-O-O-V	4	V	V
V-N-W-V-L-V-O-N-V-O-O	4	V	O-O
V-N-W-V-L-V-O-N-V-J	4	V	J
V-N-W-V-R	2	V	R
V-N-W-V-R-V-V-N-O	4	V	N-O
V-N-W-V-R-V-V-N-O-N-V-O-O	5	V	O-O
V-N-W-V-R-V-V-N-O-N-V-J	5	V	J
V-N-W-V-O-O-V-W-V	4	V	V
V-N-W-V-N-O-V-R-V-O-V-O-V-R	6	V	R
V-N-W-V-N-O-V-R-V-O-V-O-V-V-N-N-V-J	8	V	J
V-N-W-V-N-O-V-R-V-O-V-O-V-V	7	V	V
V-N-W-V-N-O-V-R-V-O-V-W-V-O	6	V	O
V-N-W-V-N-O-V-R-N-V-J	4	V	J
V-N-W-V-N-O-V-R	3	V	R
V-N-W-V-R-N-V-O-O	3	V	O-O
V-N-W-V-R-O-V-W-N-V-J	4	V	J
V-N-W-V-R-O-V-V-N-N-V-J	5	V	J
V-N-W-V-R-O-V-R-V-W-V-N-N-V-J	6	V	J
V-N-W-V-R-O-V-V	4	V	V
V-N-W-V-R-O-V-R	3	V	R
V-N-W-V-R-O-V-N	3	V	N
V-N-W-V-R-O-V-R-V-W-V-N-V-V	7	V	V
V-N-W-V-R-O-V-R-V-W-V-O	5	V	O
V-N-W-V-R-O-V-R	3	V	R
V-N-W-V-O-O-V-R-V-W-V-O	5	V	O
V-N-W-V-O-O-V-O-V-R	4	V	R
V-N-W-V-O-O-V-O-V-R-V	5	V	V
V-N-W-V-O-O-V-O-V-V-N-N-V-J	6	V	J
V-N-W-V-O-O-V-O-V-V	5	V	V
V-N-W-V-O-O-V-R	3	V	R
V-N-W-V-O-O-O-R-V-J-V-O-O	4	V	O-O
V-N-W-V-L-V-O-V	4	V	V
V-N-W-V-L-V-O-V-V-N-N-V-J	6	V	J
V-N-W-V-L-V-O-V-V	5	V	V
V-N-O-V	2	V	V
V-N-O-V-L-V-O-V-R	4	V	R
V-N-O-V-L-V-O-V-R-V-J	5	V	J
V-N-O-V-L-V-O-V-V-N-N-V-J	6	V	J
V-N-O-V-L-V-O-V-V	5	V	V
V-N-O-V-O-V-O-V-R	4	V	R
V-N-O-R-V-O-V-V-N-O	4	V	N-O
V-N-O-R-V-O	2	V	O
V-N-O-V-O	2	V	O
V-N-O-V-O-V-O-V-V	5	V	V
V-N-O-V-O-O-V	3	V	V
V-N-O-V-O-O-O-V-J	3	V	J
V-N-O-V	2	V	V
V-N-O-V	2	V	V
V-N-O-V-W-V-O	3	V	O
V-N-O-V-J-V-O	3	V	O
V-N-O-V-J-V-O-V-J	4	V	J
V-N-O-V-J-O-V	3	V	V
V-N-O-V-J-O-O-V-J	3	V	J
V-N-O-V-O-O	2	V	O-O
V-N-O-V-O-O-V-O-V-R	4	V	R
V-N-O-V-O-O-V-O-V-V	5	V	V
V-N-O-V-O-O-V-R-V-W-V-O	5	V	O
V-N-O-V-O-O-N-V-J	3	V	J
V-N-O-V-N-N-V-O-V-O	4	V	O
V-N-O-V-O-V-R-N-V-N-V-O-N	5	V	O-N
V-N-O-V-O-V-R-N-V-N-V-O-O	5	V	O-O
V-N-O-V-O-V-R-N-V-N-V-O-O-V-O-V-O-O-V-J	8	V	J
V-N-O-V-V-N-V	4	V	V
V-N-O-V-V-N-V-O-V-L-V-O	6	V	O
V-N-O-V-V-N-V-O-O	4	V	O-O
V-N-O-V-V-N-V-O-O-V-O-V	6	V	V
V-N-O-V-V-N-O-V	4	V	V
V-N-O-V-W-V-O	3	V	O
V-N-O-V-W-V-O-V-V-L-V-O-V-O-V-V	9	V	V
V-N-O-V-W-V-O-V-V-L-V-O-V-R-V-W-V-O	9	V	O
V-N-O-V-W-V-O-V-V-L-V-O-V-R-V-W-V-O-O-V	10	V	V
V-N-O-V-W-V-O-V-V-L-V-O-N	6	V	O-N
V-N-O-V-W-V-O-V-V-L-V-O-O	6	V	O-O
V-N-O-V-W-V-O-V-V-L-V-O-O-V-O-V-O-O-V-J	9	V	J
V-N-O-V-W-V-O-V-V-L-V-O-O-V-O-N-V-J	8	V	J
V-N-O-V-W-V-O-V-V-L-V-O-O-O-V	7	V	V
V-N-O-V-W-V-O-V-V-L-V-O-O-O-O-V-J	7	V	J
V-N-O-V-W-V-O-V-V-L-N-V-O-O	6	V	O-O
V-N-O-V-W-V-O-V-V-L-N-V-J	6	V	J
V-N-O-V-W-V-O-V-V-N	5	V	N
V-N-O-V-O-V	3	V	V
V-N-O-V-O-V-W-V-J	4	V	J
V-N-O-V-O-V-N-V-O-O-V	5	V	V
V-N-O-V-O-V-N-V-O-N-V-J	5	V	J
V-N-O-V-V-W-V-J	4	V	J
V-N-O-V-V-O	3	V	O
V-N-O-V-J	2	V	J
V-N-O-V-J-O-O-V-J	3	V	J
V-N-O-V-O-V-O-V-W	4	V	W
V-N-O-V-O-V-O-V-R	4	V	R
V-N-O-V-O-V-O-V-R-N-V-J	5	V	J
V-N-O-V-O-V-O-R-V-O-V	5	V	V
V-N-O-V-O-O	2	V	O-O
V-N-O-V-O-O-V-R-V-N-O-V-O-N	5	V	O-N
V-N-O-V-O-O-V-R-V-N-O-N-V-O-O	5	V	O-O
V-N-O-V-O-O-V-R-V-N-O-N-V-J	5	V	J
V-N-O-V-O-V-R-V-W-V-O	5	V	O
V-N-O-V-V	3	V	V
V-N-O-V-J-V-W-R-V-O-V-J-V-O	6	V	O
V-N-O-V-J-V-W-R-V-O-V-V-O-O	6	V	O-O
V-N-O-V-J-V-W-R-V-O-V-V-O-O-V-O-V	8	V	V
V-N-O-V-J-V-W-R-V-O-V-J-O-O-V-J	6	V	J
V-N-O-V-V-R-V-N-O-O-V-J	5	V	J
V-N-O-V-O-V-O-V-J-O-O-V-J	5	V	J
V-N-O-V-O-O-V-L	3	V	L
V-N-O-V-L	2	V	L
V-N-O-V-L-V-O	3	V	O
V-N-O-V-L-V-O-V-V	5	V	V
V-N-O-V-N-V-O-V-V-O	5	V	O
V-N-O-V-N-V-O-V-J-O-V	5	V	V
V-N-O-V-N-V-O-V-J-O-O-V-J	5	V	J
V-N-O-V-N-V-O-V-V	5	V	V
V-N-O-V-O-O-V-N-V-N-O	4	V	N-O
V-N-O-V-O-O-V-N-O	3	V	N-O
V-N-O-V-O-O-V-O	3	V	O
V-N-O-V-O-O-V-R-V-W-V-O	5	V	O
V-N-O-V-O-V-N-V-L	4	V	L
V-N-O-V-V-O-N	3	V	O-N
V-N-O-V-V-O-O-O-O-V-J	4	V	J
V-N-O-V-O-O-V-W-N-V-O-O	4	V	O-O
V-N-O-V-O-O-V-W-N-V-J	4	V	J
V-N-O-V-O-O-V-R	3	V	R
V-N-O-V-O-O-V-R-N-V-J	4	V	J
V-N-O-V-O-O-V-V-N-N-V-J	5	V	J
V-N-O-V-O-O-V-V	4	V	V
V-N-O-V-L-O-V-N-O-V-V	5	V	V
V-N-O-V-O	2	V	O
V-N-O-V-O-O-V	3	V	V
V-N-O-V-O-O-O-V-J	3	V	J
V-N-O-V-O-O-R-V-V-L-V-O-V-O-V-V	8	V	V
V-N-O-V-O-O-R-V-V-L-V-O-V-R-V-W-V-O	8	V	O
V-N-O-V-O-O-R-V-V-L-V-O-V-R-V-W-V-O-O-V	9	V	V
V-N-O-V-O-O-R-V-V-L-V-O-N	5	V	O-N
V-N-O-V-O-O-R-V-V-L-V-O-V-W-V-O	7	V	O
V-N-O-V-O-O-R-V-V-L-V-O-V-W-V-O-O-V	8	V	V
V-N-O-V-O-O-R-V-V-L-N-V-J	5	V	J
V-N-O-V-O-O-R-V-V	4	V	V
V-N-O-V-O-V-R-V-W-V-O	5	V	O
V-N-O-V-O	2	V	O
V-N-O-V-O-V-O-N-V-O	4	V	O
V-N-O-V-O-V-O-V-J	4	V	J
V-N-O-V-O-V-O-V-J	4	V	J
V-N-O-V-O-O-V	3	V	V
V-N-O-V-O-V-N-V-O	4	V	O
V-N-V-J	2	V	J
V-N-V-R-O-N-V-O-O	3	V	O-O
V-N-V-R-O-N-V-J	3	V	J
V-N-V-R-O-V-V-N-N-V-J	5	V	J
V-N-V-R-O-V-V	4	V	V
V-N-V-O-O-V	3	V	V
V-N-V-O	2	V	O
V-N-O-V-O-O-V-R	3	V	R
V-N-O-V-N-V-R	3	V	R
V-N-O-V-N-V-R-V-V	5	V	V
V-N-O-V-N-V-R-O-V-O-V-O-V-N	6	V	N
V-N-O-V-N-V-R-N-V-J-V-R	5	V	R
V-N-O-V-N-V-R-N-V-O-V-O-V-O-V-O-O-V-J	8	V	J
V-N-O-V-N-V-R-N-V-J	4	V	J
V-N-O-V-N-V-R-O-O-V-J	4	V	J
V-N-O-V-N-V-R-O-O-W-V	4	V	V
V-N-O-V-N-V-R-O-V	4	V	V
V-N-O-V-N-V	3	V	V
V-N-O-V-R	2	V	R
V-N-O-V-R-N-V-J	3	V	J
V-N-V-O-O-V-J	3	V	J
V-N-V-O-V-V-L	4	V	L
V-N-V-O-V-V-L-V	5	V	V
V-N-V-O-V-V-L-N-V-J	5	V	J
V-N-V-O-V-V-O-V-W-V	6	V	V
V-N-V-O-V-V-O-V-W-N-V-O-O	6	V	O-O
V-N-V-O-V-V-O-V-W-N-V-J	6	V	J
V-N-V-O-V-V-O-V-R	5	V	R
V-N-V-O-V-V-O-V-R-O-O-V-J	6	V	J
V-N-V-O-V-V-O-V-R-O-O-W-V	6	V	V
V-N-V-O-V-V-O-V-R-O-V	6	V	V
V-N-V-O-V-V-R-V-W-V-O	6	V	O
V-N-O	1	V	N-O
V-N-O-V-O-O-V-L-V-O-V-V	6	V	V
V-N-O-V-R-N-V-O-V-V	5	V	V
V-N-O-V-O-O-V-O-V-R	4	V	R
V-N-O-V-O-O-V-O-V-R-O-O-V-J	5	V	J
V-N-O-V-O-O-V-O-V-V	5	V	V
V-N-O-V-O-O-V-R-V-W-V-O	5	V	O
V-N-O-V-O-O-V	3	V	V
V-N-O-W-V-R-O-V-O-V	4	V	V
V-N-O-W-V-R-O-V	3	V	V
V-N-O-W-V-R-O-V	3	V	V
V-N-O-W-V-R-O-V	3	V	V
V-N-O-W-V-O-V-O-V-R	4	V	R
V-N-O-W-V-O-V-O-V-R-O-O-V-J	5	V	J
V-N-O-W-V-O-V-O-V-R-O-O-W-V	5	V	V
V-N-O-W-V-O-V-O-V-V-N-N-V-J	6	V	J
V-N-O-W-V-O-V-O-V-V	5	V	V
V-N-O-L-V-N-V-O-V-R	4	V	R
V-N-O-L-V-N-V-N-V-O-R	4	V	O-R
V-N-O-L-V-O-V-W	3	V	W
V-N-O-L-V-O-V-W-N-V-J	4	V	J
V-N-O-V-O-N-V-O-V	4	V	V
V-N-O-V-O-N-V-O-V	4	V	V
V-N-O-V-O-N-V-O-V	4	V	V
V-N-O-V-R-O-V-R-V-O-V-V	6	V	V
V-N-O-V-R-O-V-R-V-R-V-W-V-O	6	V	O
V-N-O-V-R-O-V-R-V-R-V-J-V-O-V-J	7	V	J
V-N-O-R-V-O-V-R-N-V-J	4	V	J
V-N-O-R-V-N-V-N-V-R-V-W-V-O	6	V	O
V-N-O-R-V-O-O-V-O-V-R	4	V	R
V-N-O-R-V-O-O-V-O-V-V	5	V	V
V-N-O-R-V-O-O-V-R-V-W-V-O	5	V	O
V-N-O-V-O-V-O-V-R	4	V	R
V-N-O-V-O-V-O-V-R-V-J	5	V	J
V-N-O-V-O-V-O-V-R-N-V-J	5	V	J
V-N-O-V-O-V-O-V-V-N-N-V-J	6	V	J
V-N-O-V-O-V-O-V-V	5	V	V
V-N-O-V-O-V-R-V-W-V-O	5	V	O
